Planet Name,Planet Radius (Earth),Planet Mass (Earth),Orbital Distance (AU),Star Temperature (K),Habitability Label,Text Description
Kepler-107 c,1.597,10.0,0.06064,5854.0,0,"Kepler-107 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.60 Earth radii, a mass of 10.00 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5854 K."
Kepler-107 d,0.86,3.8,0.08377,5854.0,0,"Kepler-107 d is similar in size to Earth with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 0.86 Earth radii, a mass of 3.80 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5854 K."
Kepler-107 d,0.86,7.7,0.08377,5854.0,0,"Kepler-107 d is similar in size to Earth with significantly more massive than Earth. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 0.86 Earth radii, a mass of 7.70 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 5854 K."
Kepler-107 e,2.903,8.6,0.12639,5854.0,0,"Kepler-107 e is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.90 Earth radii, a mass of 8.60 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5854 K."
Kepler-107 e,2.903,14.1,0.12638,5854.0,0,"Kepler-107 e is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.90 Earth radii, a mass of 14.10 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5854 K."
Kepler-109 b,2.49,4.9,0.0701,5950.0,0,"Kepler-109 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 2.49 Earth radii, a mass of 4.90 Earth masses, an orbital distance of 0.07 AU, and its star's effective temperature is 5950 K."
Kepler-109 c,2.65,8.2,0.1546,5950.0,0,"Kepler-109 c is a super-Earth or mini-Neptune with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.65 Earth radii, a mass of 8.20 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 5950 K."
Kepler-11 b,1.97,4.3,0.091,5680.0,0,"Kepler-11 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.97 Earth radii, a mass of 4.30 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 5680 K."
Kepler-11 b,1.8,1.9,0.091,5663.0,0,"Kepler-11 b is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 1.80 Earth radii, a mass of 1.90 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 5663 K."
Kepler-11 c,3.15,13.5,0.106,5680.0,0,"Kepler-11 c is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.15 Earth radii, a mass of 13.50 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5680 K."
Kepler-11 c,2.87,2.9,0.107,5663.0,0,"Kepler-11 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.87 Earth radii, a mass of 2.90 Earth masses, an orbital distance of 0.11 AU, and its star's effective temperature is 5663 K."
Kepler-11 d,3.12,7.3,0.155,5663.0,0,"Kepler-11 d is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.12 Earth radii, a mass of 7.30 Earth masses, an orbital distance of 0.15 AU, and its star's effective temperature is 5663 K."
Kepler-11 d,3.43,6.1,0.159,5680.0,0,"Kepler-11 d is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.43 Earth radii, a mass of 6.10 Earth masses, an orbital distance of 0.16 AU, and its star's effective temperature is 5680 K."
Kepler-11 e,4.19,8.0,0.195,5663.0,0,"Kepler-11 e is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 4.19 Earth radii, a mass of 8.00 Earth masses, an orbital distance of 0.20 AU, and its star's effective temperature is 5663 K."
Kepler-11 e,4.52,8.4,0.194,5680.0,0,"Kepler-11 e is a Neptune-sized planet with significantly more massive than Earth. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 4.52 Earth radii, a mass of 8.40 Earth masses, an orbital distance of 0.19 AU, and its star's effective temperature is 5680 K."
Kepler-11 f,2.49,2.0,0.25,5663.0,0,"Kepler-11 f is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.49 Earth radii, a mass of 2.00 Earth masses, an orbital distance of 0.25 AU, and its star's effective temperature is 5663 K."
Kepler-11 f,2.61,2.3,0.25,5680.0,0,"Kepler-11 f is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.61 Earth radii, a mass of 2.30 Earth masses, an orbital distance of 0.25 AU, and its star's effective temperature is 5680 K."
Kepler-11 g,3.66,300.0,0.462,5680.0,0,"Kepler-11 g is a Neptune-sized planet with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.66 Earth radii, a mass of 300.00 Earth masses, an orbital distance of 0.46 AU, and its star's effective temperature is 5680 K."
Kepler-11 g,3.33,25.0,0.466,5663.0,0,"Kepler-11 g is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 3.33 Earth radii, a mass of 25.00 Earth masses, an orbital distance of 0.47 AU, and its star's effective temperature is 5663 K."
Kepler-111 c,7.0840758,222.4798849,0.751,5914.0,0,"Kepler-111 c is a Neptune-sized planet with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 7.08 Earth radii, a mass of 222.48 Earth masses, an orbital distance of 0.75 AU, and its star's effective temperature is 5914 K."
Kepler-117 b,8.059,29.875,0.1445,6150.0,0,"Kepler-117 b is a Neptune-sized planet with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 8.06 Earth radii, a mass of 29.88 Earth masses, an orbital distance of 0.14 AU, and its star's effective temperature is 6150 K."
Kepler-117 c,12.341,584.78,0.2804,6150.0,0,"Kepler-117 c is a gas giant much larger than Earth with an extremely massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 12.34 Earth radii, a mass of 584.78 Earth masses, an orbital distance of 0.28 AU, and its star's effective temperature is 6150 K."
Kepler-12 b,19.660586,137.30256,0.0553,5947.0,0,"Kepler-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.66 Earth radii, a mass of 137.30 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5947 K."
Kepler-12 b,18.999,136.979,0.0556,5947.0,0,"Kepler-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.00 Earth radii, a mass of 136.98 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5947 K."
Kepler-12 b,19.122554,136.6669,0.0555,5947.0,0,"Kepler-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.12 Earth radii, a mass of 136.67 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5947 K."
Kepler-12 b,18.999255,137.62039,0.05563,5950.0,0,"Kepler-12 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 19.00 Earth radii, a mass of 137.62 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5950 K."
Kepler-129 b,2.4,20.0,0.13,5770.0,0,"Kepler-129 b is a super-Earth or mini-Neptune with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.40 Earth radii, a mass of 20.00 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 5770 K."
Kepler-129 c,2.52,43.0,0.39,5770.0,0,"Kepler-129 c is a super-Earth or mini-Neptune with a very massive planet. It orbits in a close-in orbit around its star around a warmer, F-type star. Numerically, it has a radius of 2.52 Earth radii, a mass of 43.00 Earth masses, an orbital distance of 0.39 AU, and its star's effective temperature is 5770 K."
Kepler-138 b,0.64,0.07,0.0753,3841.0,0,"Kepler-138 b is similar in size to Earth with much less massive than Earth. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 0.64 Earth radii, a mass of 0.07 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 3841 K."
Kepler-138 c,1.51,2.3,0.0913,3841.0,0,"Kepler-138 c is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits very close to its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.51 Earth radii, a mass of 2.30 Earth masses, an orbital distance of 0.09 AU, and its star's effective temperature is 3841 K."
Kepler-138 d,1.51,2.1,0.1288,3841.0,0,"Kepler-138 d is a super-Earth or mini-Neptune with a few times Earth's mass. It orbits in a close-in orbit around its star around a relatively cool, Sun-like star. Numerically, it has a radius of 1.51 Earth radii, a mass of 2.10 Earth masses, an orbital distance of 0.13 AU, and its star's effective temperature is 3841 K."
Kepler-14 b,12.621334,2440.9344,0.0771,6395.0,0,"Kepler-14 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 12.62 Earth radii, a mass of 2440.93 Earth masses, an orbital distance of 0.08 AU, and its star's effective temperature is 6395 K."
Kepler-15 b,10.76064,201.18639,0.05705,5520.0,0,"Kepler-15 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 10.76 Earth radii, a mass of 201.19 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5520 K."
Kepler-15 b,14.448401,221.20968,0.0583,5595.0,0,"Kepler-15 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 14.45 Earth radii, a mass of 221.21 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5595 K."
Kepler-15 b,10.76,209.76,0.05714,5515.0,0,"Kepler-15 b is a gas giant much larger than Earth with an extremely massive planet. It orbits very close to its star around a warmer, F-type star. Numerically, it has a radius of 10.76 Earth radii, a mass of 209.76 Earth masses, an orbital distance of 0.06 AU, and its star's effective temperature is 5515 K."
Kepler-1514 b,12.419572,1678.1424,0.753,6145.0,0,"Kepler-1514 b is a gas giant much larger than Earth with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a warmer, F-type star. Numerically, it has a radius of 12.42 Earth radii, a mass of 1678.14 Earth masses, an orbital distance of 0.75 AU, and its star's effective temperature is 6145 K."
Kepler-16 b,8.4493,105.833,0.7048,4450.0,0,"Kepler-16 b is a Neptune-sized planet with an extremely massive planet. It orbits at a distance comparable to Earth's orbit around a relatively cool, Sun-like star. Numerically, it has a radius of 8.45 Earth radii, a mass of 105.83 Earth masses, an orbital distance of 0.70 AU, and its star's effective temperature is 4450 K."
